Licence number,Licence type,Start date,Status,Status date,Trading Status,Licence name,Address,Suburb,Postcode,Latitude,Longitude,LGA,Precinct,Region,Licensee,Business type,Authorisation restriction name,Extended trading,Reduced trading,Primary service,Right to keep gaming,Unrestricted,To 12am,To 3am,To 5am,SA2,Subject to Cap,Band,GMEs,PMPs,Auth limit,Unfulfilled Quota,GMT,EGMs,Year,Licensee ABN,Licensee ACN,Licensee Type
LIQH400106564,Liquor - hotel licence,1960-03-14 00:00:00,Current,1960-03-14 00:00:00,Trading,Wiley Park Hotel,67 King Georges Rd ,WILEY PARK,2195.0,-33.922044,151.067509,Canterbury-Bankstown,,Metropolitan,Tsz Sing Lee,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Wiley Park,,3.0,15,15,30,0,30,30,2024,,,PERSON
LIQH400103468,Liquor - hotel licence,1960-03-14 00:00:00,Current,1960-03-14 00:00:00,Trading,Liverpool Hotel,Cnr Moore & Macquarie Sts ,LIVERPOOL,2170.0,-33.922792,150.923958,Liverpool,,Metropolitan,Netti Rua,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Liverpool - East,,3.0,23,7,30,0,30,30,2024,,,PERSON
LIQH400118376,Liquor - hotel licence,1960-03-14 00:00:00,Current,1960-03-14 00:00:00,Trading,Canobolas Hotel,248 Summer St ,ORANGE,2800.0,-33.28409,149.101419,Orange,,Country,CARMEL WILKINS,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Orange,,3.0,17,0,17,0,17,17,2024,,,PERSON
LIQH400101252,Liquor - hotel licence,1960-03-14 00:00:00,Current,2023-07-03 00:00:00,Trading,Kent St. Hotel,347 Kent St ,SYDNEY,2000.0,-33.868497,151.204148,Sydney,Sydney CBD Precinct,Metropolitan,NETTLEWOOD MANAGEMENT PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,18,0,18,0,18,18,2024,,638101890.0,Organisation
LIQH400104448,Liquor - hotel licence,1960-03-14 00:00:00,Current,1960-03-14 00:00:00,Trading,The Colombian Hotel,117-125 Oxford St ,DARLINGHURST,2010.0,-33.879647,151.215314,Sydney,Sydney CBD Precinct,Metropolitan,Brett Walker,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Darlinghurst,,1.0,15,15,30,0,30,26,2024,,,PERSON
LIQH400116608,Liquor - hotel licence,1960-03-10 00:00:00,Current,1960-03-10 00:00:00,Trading,Prince of Wales Hotel,Sydney & Maitland Sts ,MUSWELLBROOK,2333.0,-32.268133,150.887202,Muswellbrook,,Country,Upper Hunter Motors,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Muswellbrook,,3.0,0,0,0,0,0,0,2024,,1740218.0,Organisation
LIQH400113552,Liquor - hotel licence,1960-03-08 00:00:00,Current,1960-03-08 00:00:00,Trading,Commercial Hotel Motel,198 Main St ,LITHGOW,2790.0,-33.482467,150.152756,Lithgow,,Country,NAJOSA PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Lithgow,,3.0,12,0,12,0,12,12,2024,,616357558.0,Organisation
LIQH400100744,Liquor - hotel licence,1960-03-07 00:00:00,Current,1960-03-07 00:00:00,Trading,Novotel Sydney Brighton Beach,Cnr Grand Pde & Princess St ,BRIGHTON-LE-SANDS,2216.0,-33.960213,151.155899,Bayside,,Metropolitan,Ajay Vaid,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Monterey - Brighton-le-Sands - Kyeemagh,,2.0,15,15,30,0,30,30,2024,,,PERSON
LIQH400104650,Liquor - hotel licence,1960-03-07 00:00:00,Current,1960-03-07 00:00:00,Trading,Pendle Inn Hotel,223 Wentworth Ave ,PENDLE HILL,2145.0,-33.800799,150.956904,Parramatta,,Metropolitan,Michael Bray,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Toongabbie - Constitution Hill,,1.0,24,6,30,0,30,30,2024,,,PERSON
LIQH400118546,Liquor - hotel licence,1960-03-02 00:00:00,Current,1960-03-02 00:00:00,Trading,Royal Hotel,Lords Pl & Summer St ,ORANGE,2800.0,-33.283601,149.100985,Orange,,Country,ROYAL HOTEL ORANGE PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Orange,,3.0,25,0,25,0,25,25,2024,,649621956.0,Organisation
LIQH400105347,Liquor - hotel licence,1960-02-29 00:00:00,Current,1960-02-29 00:00:00,Trading,Royal Exhibition Hotel,86-88 Chalmers St ,SURRY HILLS,2010.0,-33.885968,151.20715,Sydney,,Metropolitan,Francisco Grez,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Surry Hills,,2.0,25,3,28,0,28,28,2024,,,PERSON
LIQH400103972,Liquor - hotel licence,1960-02-22 00:00:00,Current,1960-02-22 00:00:00,Trading,Miranda Hotel,590 Kingsway ,MIRANDA,2228.0,-34.034445,151.101237,Sutherland Shire,,Metropolitan,Nathan Van Hoeck,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Miranda - Yowie Bay,,1.0,23,7,30,0,30,30,2024,,,PERSON
LIQH400100892,Liquor - hotel licence,1960-02-22 00:00:00,Current,1960-02-22 00:00:00,Trading,Burdekin Hotel,2 Oxford St ,DARLINGHURST,2010.0,-33.87714,151.212953,Sydney,Sydney CBD Precinct,Metropolitan,Burdekin Hotel Group Pty Ltd,Full hotel,"Extended trading authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Darlinghurst,,1.0,3,0,3,0,3,0,2024,,611105956.0,Organisation
LIQH400108575,Liquor - hotel licence,1960-02-19 00:00:00,Current,1960-02-19 00:00:00,Trading,Slipway Inn,56 River St ,BALLINA,2478.0,-28.871937,153.562171,Ballina,,Country,BEARE INVESTMENTS PTY. LTD.,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Ballina,,2.0,15,0,15,0,15,15,2024,,7962272.0,Organisation
LIQH400118171,Liquor - hotel licence,1960-02-16 00:00:00,Current,1960-02-16 00:00:00,Trading,Toronto Hotel,74 Victory Pde ,TORONTO,2283.0,-33.012148,151.595813,Lake Macquarie,,Metropolitan,Jonathan Bortoli,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Toronto - Awaba,,2.0,17,0,17,0,17,17,2024,,,PERSON
LIQH400116519,Liquor - hotel licence,1960-02-16 00:00:00,Current,1960-02-16 00:00:00,Trading,Dolphins Harbourside Hotel,Wharf St ,TWEED HEADS,2485.0,-28.17005,153.543028,Tweed,,Country,CHEVAL HOTEL MANAGEMENT PTY LTD & TWEED MANAGEMENT PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Tweed Heads,,3.0,15,0,15,0,15,15,2024,,904494741.0,Organisation
LIQH400100310,Liquor - hotel licence,1960-02-15 00:00:00,Current,1960-02-15 00:00:00,Trading,Crowbar Sydney,345 Parramatta Rd ,LEICHHARDT,2040.0,-33.887472,151.159422,Inner West,,Metropolitan,CROWBAR (NSW) PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Leichhardt,,1.0,0,0,0,0,0,0,2024,,629310309.0,Organisation
LIQH400100833,Liquor - hotel licence,1960-02-15 00:00:00,Current,1960-02-15 00:00:00,Trading,Brookvale Hotel,511 Pittwater Rd ,BROOKVALE,2100.0,-33.762673,151.270868,Northern Beaches,,Metropolitan,HOTEL BROOKVALE PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Freshwater - Brookvale,,1.0,29,0,29,0,29,29,2024,,664532987.0,Organisation
LIQH400109490,Liquor - hotel licence,1960-02-10 00:00:00,Current,2020-10-21 00:00:00,Trading,Royal Hotel,59 Adelaide St ,BLAYNEY,2799.0,-33.532288,149.254838,Blayney,,Country,Linda Taylor,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Blayney,,2.0,5,0,5,0,5,5,2024,,,PERSON
LIQH400117434,Liquor - hotel licence,1960-02-09 00:00:00,Current,2024-03-24 00:00:00,Trading,King Street Newcastle,13-15 Steel Street ,Newcastle West,2302.0,-32.927736,151.764076,Newcastle,,Metropolitan,Russell Richardson,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Newcastle - Cooks Hill,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400115067,Liquor - hotel licence,1960-02-08 00:00:00,Current,1960-02-08 00:00:00,Trading,Coach and Horses Hotel Maitland,41 Elgin St ,MAITLAND,2320.0,-32.734119,151.554543,Maitland,,Country,HUNTER HOTEL GROUP PTY. LTD.,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Maitland,,2.0,24,0,24,0,24,24,2024,,116240638.0,Organisation
LIQH400109210,Liquor - hotel licence,1960-02-06 00:00:00,Current,1960-02-06 00:00:00,Trading,Pier Hotel,Camperdown St ,COFFS HARBOUR,2450.0,-30.304359,153.136366,Coffs Harbour,,Country,SKINNER PIER HOTEL PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Coffs Harbour - South,,3.0,17,0,17,0,17,17,2024,,,Organisation
LIQH400102070,Liquor - hotel licence,1960-02-04 00:00:00,Current,1960-02-04 00:00:00,Trading,Waterworks Hotel,1102 Botany Rd ,BOTANY,2019.0,-33.944052,151.195852,Bayside,,Metropolitan,Kieran King,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Botany,,1.0,30,0,30,0,30,30,2024,,,PERSON
LIQH400100809,Liquor - hotel licence,1960-02-03 00:00:00,Current,1960-02-03 00:00:00,Trading,Kings Tavern,54 Darlinghurst Rd ,POTTS POINT,2011.0,-33.8742,151.223533,Sydney,Kings Cross Precinct,Metropolitan,LEWIS HOTELS VEGAS PTY LTD,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Potts Point - Woolloomooloo,,1.0,17,13,30,0,30,30,2024,,635832656.0,Organisation
LIQH400101244,Liquor - hotel licence,1960-02-03 00:00:00,Current,2021-07-14 00:00:00,Trading,The Bank Hotel Sydney,42 Darlinghurst Rd ,POTTS POINT,2011.0,-33.87384,151.223811,Sydney,Kings Cross Precinct,Metropolitan,HOTEL 42 PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Potts Point - Woolloomooloo,,1.0,0,0,0,0,0,0,2024,,659381843.0,Organisation
LIQH400122632,Liquor - hotel licence,1960-01-21 00:00:00,Current,2015-07-24 00:00:00,Trading,White Tank Hotel,203 Main St ,WEST WYALONG,2671.0,-33.922053,147.203166,Bland,,Country,Alex McKay,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,West Wyalong,,2.0,4,0,4,0,4,4,2024,,,PERSON
LIQH400101864,Liquor - hotel licence,1960-01-20 00:00:00,Current,1960-01-20 00:00:00,Trading,Mr B's Hotel,396 Pitt St ,SYDNEY,2000.0,-33.878336,151.207676,Sydney,Sydney CBD Precinct,Metropolitan,Thapanon Wachiranon,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Sydney (South) - Haymarket,,3.0,30,0,30,0,30,30,2024,,,PERSON
LIQH400105193,Liquor - hotel licence,1960-01-18 00:00:00,Current,1960-01-18 00:00:00,Trading,Royal Hotel,Railway Pde & Jubilee Ave ,CARLTON,2218.0,-33.968793,151.124491,Georges River,,Metropolitan,Marlow Investments (No 3) Pty Limited,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Kogarah Bay - Carlton - Allawah,,2.0,28,0,28,0,28,27,2024,,108640482.0,Organisation
LIQH400105320,Liquor - hotel licence,1960-01-18 00:00:00,Current,1960-01-18 00:00:00,Trading,Royal Exchange Hotel,Marrickville & Garners Rds ,MARRICKVILLE,2204.0,-33.910898,151.157841,Inner West,,Metropolitan,LEWIS HOTELS (MARRICKVILLE) PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Marrickville - North,,1.0,23,7,30,0,30,30,2024,,629275707.0,Organisation
LIQH400104081,Liquor - hotel licence,1960-01-18 00:00:00,Current,1960-01-18 00:00:00,Trading,New Brighton Hotel,71 The Corso ,MANLY,2095.0,-33.797355,151.28721,Northern Beaches,,Metropolitan,Henry Cockerton,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Manly - Fairlight,,1.0,15,15,30,0,30,30,2024,,,PERSON
LIQH400101309,Liquor - hotel licence,1960-01-11 00:00:00,Current,2023-07-04 00:00:00,Trading,Bar Cleveland,433 Cleveland St ,REDFERN,2016.0,-33.891884,151.214145,Sydney,,Metropolitan,Dimitri Bousgas,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Redfern,,2.0,19,0,19,0,19,19,2024,,,PERSON
LIQH400105126,Liquor - hotel licence,1960-01-11 00:00:00,Current,1960-01-11 00:00:00,Trading,Rose Bay Hotel,805-807 New South Head Rd ,ROSE BAY,2029.0,-33.869991,151.269857,Woollahra,,Metropolitan,Alexander Suardana,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Rose Bay - Vaucluse - Watsons Bay,,1.0,21,9,30,0,30,30,2024,,,PERSON
LIQH400106165,Liquor - hotel licence,1960-01-11 00:00:00,Current,1960-01-11 00:00:00,Trading,The Unicorn Hotel Paddington,106 Oxford St ,PADDINGTON,2021.0,-33.883354,151.221579,Woollahra,,Metropolitan,PBDC PTY LTD,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Paddington - Moore Park,,1.0,0,0,0,0,0,0,2024,,607786658.0,Organisation
LIQH400122527,Liquor - hotel licence,1960-01-04 00:00:00,Current,2020-10-21 00:00:00,Trading,Metropolitan Hotel,156 Main St ,WEST WYALONG,2671.0,-33.923756,147.204629,Bland,,Country,GDM HOTELS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,West Wyalong,,2.0,9,0,9,0,9,9,2024,,652402063.0,Organisation
LIQH400103700,Liquor - hotel licence,1960-01-04 00:00:00,Current,2015-07-23 00:00:00,Trading,Manly Hotel,East Esp ,MANLY,2095.0,-33.788128,151.285793,Northern Beaches,,Metropolitan,H H RYAN (NOMINEES) PTY LIMITED,Full hotel,"Extended trading authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Manly - Fairlight,,1.0,0,0,0,0,0,0,2024,,160417185.0,Organisation
LIQH400109172,Liquor - hotel licence,1959-12-15 00:00:00,Current,2016-06-29 00:00:00,Trading,The Coast Hotel,2 Moonee St ,COFFS HARBOUR,2450.0,-30.298023,153.112241,Coffs Harbour,,Country,REDMOND HOTELS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Coffs Harbour - South,,3.0,15,0,15,0,15,15,2024,,166781200.0,Organisation
LIQH400108257,Liquor - hotel licence,1959-12-14 00:00:00,Current,2019-07-22 00:00:00,Trading,Kinross Woolshed Hotel,Bowna Rd ,THURGOONA,2640.0,-36.036712,146.997486,Albury,,Country,BLUE RAM HOTELS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Albury - East,,1.0,19,0,19,0,19,19,2024,,662289625.0,Organisation
LIQH400100108,Liquor - hotel licence,1959-12-14 00:00:00,Current,1959-12-14 00:00:00,Trading,Allawah Hotel,Railway Pde & Mona St ,ALLAWAH,2218.0,-33.970146,151.114023,Georges River,,Metropolitan,Ratchaphon Makarasen,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Kogarah Bay - Carlton - Allawah,,2.0,30,0,30,0,30,30,2024,,,PERSON
LIQH400104014,Liquor - hotel licence,1959-12-14 00:00:00,Current,1959-12-14 00:00:00,Trading,Mortdale Hotel,George & Pitt Sts ,MORTDALE,2223.0,-33.971723,151.080194,Georges River,,Metropolitan,Paul Whitehead,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Mortdale - Oatley,,1.0,30,0,30,0,30,30,2024,,,PERSON
LIQH400102062,Liquor - hotel licence,1959-12-14 00:00:00,Current,1959-12-14 00:00:00,Trading,Crocodile Farm Hotel,262 Liverpool Rd ,ASHFIELD,2131.0,-33.88851,151.123957,Inner West,,Metropolitan,LEWIS HOTELS (CROCODILE FARM) PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Ashfield - South,,2.0,22,8,30,0,30,30,2024,,663524105.0,Organisation
LIQH400116128,Liquor - hotel licence,1959-12-14 00:00:00,Current,1959-12-14 00:00:00,Trading,Woolpack Hotel,67 Market St ,MUDGEE,2850.0,-32.591361,149.587787,Mid-Western Regional,,Country,Dean Russell,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Mudgee,,2.0,24,0,24,0,24,24,2024,,,PERSON
LIQH400101295,Liquor - hotel licence,1959-12-14 00:00:00,Current,1959-12-14 00:00:00,Trading,Dove and Olive Hotel,Devonshire & Waterloo Sts ,SURRY HILLS,2010.0,-33.887115,151.21017,Sydney,,Metropolitan,Rodney Taber,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Surry Hills,,2.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400112475,Liquor - hotel licence,1959-12-08 00:00:00,Current,2018-06-30 00:00:00,Trading,Post Office Hotel,117 Lachlan St ,FORBES,2871.0,-33.384615,148.007557,Forbes,,Country,GDM HOTELS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Forbes,,2.0,0,0,0,0,0,0,2024,,652402063.0,Organisation
LIQH400104464,Liquor - hotel licence,1959-12-07 00:00:00,Current,1959-12-07 00:00:00,Trading,Websters Bar,323 King St ,NEWTOWN,2042.0,-33.896958,151.17905,Inner West,,Metropolitan,Kathryn Young,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Newtown (NSW),,1.0,18,0,18,0,18,18,2024,,,PERSON
LIQH400103328,Liquor - hotel licence,1959-12-03 00:00:00,Current,1959-12-03 00:00:00,Trading,Richards on the Park,41 Canley Vale Rd ,CANLEY VALE,2166.0,-33.886303,150.941847,Fairfield,,Metropolitan,Kelly Rice,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Canley Vale - Canley Heights,,3.0,15,15,30,0,30,28,2024,,,PERSON
LIQH400103115,Liquor - hotel licence,1959-11-30 00:00:00,Current,2015-08-11 00:00:00,Trading,Imperial Hotel - Erskineville,35-39 Erskineville Rd ,ERSKINEVILLE,2043.0,-33.899276,151.182603,Sydney,,Metropolitan,GILLIAN MEDBURY,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Erskineville - Alexandria,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400100981,Liquor - hotel licence,1959-11-30 00:00:00,Current,1959-11-30 00:00:00,Trading,The Paddington Hotel,384 Oxford St ,PADDINGTON,2021.0,-33.88674,151.230261,Woollahra,,Metropolitan,Jack Seipel,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Paddington - Moore Park,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400101686,Liquor - hotel licence,1959-11-27 00:00:00,Current,1959-11-27 00:00:00,Trading,Crown Hotel,160 Elizabeth St ,SYDNEY,2000.0,-33.878226,151.209521,Sydney,Sydney CBD Precinct,Metropolitan,CHEVAL PROPERTIES PTY. LIMITED,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Sydney (South) - Haymarket,,3.0,15,0,15,0,15,15,2024,,3493301.0,Organisation
LIQH400102100,Liquor - hotel licence,1959-11-23 00:00:00,Current,1959-11-23 00:00:00,Trading,Epping Hotel,58 Beecroft Rd ,EPPING,2121.0,-33.772748,151.081341,Parramatta,,Metropolitan,Stuart Heher,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Epping (NSW) - West,,1.0,16,11,27,0,27,27,2024,,,PERSON
LIQH400104359,Liquor - hotel licence,1959-11-23 00:00:00,Current,1959-11-23 00:00:00,Trading,Occidental Hotel,43 York St ,SYDNEY,2000.0,-33.866801,151.205573,Sydney,Sydney CBD Precinct,Metropolitan,Delfina Moscoso,Full hotel,"Extended trading authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,10,0,10,0,10,10,2024,,,PERSON
LIQH400104642,Liquor - hotel licence,1959-11-16 00:00:00,Current,1959-11-16 00:00:00,Trading,Peakhurst Inn Hotel,705 Forest Rd ,PEAKHURST,2210.0,-33.960303,151.062851,Georges River,,Metropolitan,Jason Smith,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Peakhurst - Lugarno,,1.0,18,12,30,0,30,30,2024,,,PERSON
